alias_id,college_id,alias_name,alias_normalized,authority,year,source_id,notes
1841,1079,"PABITRA MOHAN PRADHAN MEDICAL COLLEGE & HOSPITAL, TALCHER,ODISHA , AT/PO-DERA, P.S- COLLIERY DERA, TALCHER, ANGUL,ODISHA",pabitra mohan pradhan medical college and hospital talcher odisha at po dera p s colliery dera talcher angul,MCC,,,
1842,241,"Dhubri Medical College, Assam , P.O. Jhagrarpar SPO, Dhubri, Assam, PIN - 783325, Assam, 783325",dhubri medical college assam p o jhagrarpar spo dhubri assam pin assam,MCC,,,
1843,247,"Diphu Medical College & Hospital, Assam , principaldiphu@gmail. com, Assam, 782462",diphu medical college and hospital assam principaldiphu@gmail com assam,MCC,,,
1844,1045,"Nagaon Medical college , Dipholu, Mohkhuli Chariali, Laokhua Road, Nagaon, Assam, 782003",nagaon medical college dipholu mohkhuli chariali laokhua road nagaon assam,MCC,,,
1845,582,"Government Medical College, Kodangal , Survey Number 51, Kokat, Besides Mother and Child Hospital, Tandur, Vikarabad",government medical college kodangal survey number 51 kokat besides mother and child hospital tandur,MCC,,,
1846,691,"Government medical College, Thalarasingi village, Paderu , TALARASINGI VILLAGE,PADERU, ASR DISTRICT, Andhra Pradesh, 531024",government medical college thalarasingi village paderu talarasingi village paderu asr district andhra pradesh,MCC,,,
1847,607,"Govt Medical College, Mulugu, Telangana , gmc.mulugu@gmail.c om, Telangana, 506343",government medical college mulugu telangana gmc mulugu@gmail c om telangana,MCC,,,
1848,1043,"NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE, KOHIMA - 797001 , Phreibagei, Kohima, Nagaland, 797001",nagaland institute of medical science and research phirebagie kohima phreibagei kohima nagaland,MCC,,,
1849,1421,"ZORAM MEDICAL COLLEGE Falkawn , Academic Block, Zoram Medical College and Hospital, Falkawn, Aizawl District, Mizoram - 796005, Mizoram, 796005",zoram medical college falkawn academic block zoram medical college and hospital falkawn aizawl district mizoram mizoram,MCC,,,
1850,429,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI , St Georges Hospital Compound P D Mellow road Fort Mumbai, Maharashtra, 400001",government dental college and hospital mumbai st georges hospital compound p d mellow road fort mumbai maharashtra,MCC,,,
1851,421,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR , Opp. City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",government dental college & hospital jamnagar opp city police line navagam ghed jamnagar gujarat,MCC,,,
1852,437,"Government Dental College Hyderabad , GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012",government dental college hyderabad government dental college and hospital afzalgunj hyderabad telangana,MCC,,,
1853,1087,"PB. GOVT. DENTAL COLLEGE & HOSP,AMRITSAR , SSSS Chowk Majitha Road, Amritsar, Punjab, 143001",pb government dental college and hospital amritsar ssss chowk majitha road amritsar punjab,MCC,,,
1854,269,"DR. R. AHMED DENT.COLL & HOSP,KOLKATA , 114 AJC BOSE ROAD, West Bengal, 700014",doctor r ahmed dent college and hospital kolkata 114 ajc bose road west bengal,MCC,,,
1855,447,"Govt Dental College RIMS Kadapa , PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",government dental college rims kadapa principal government dental college rims putlampalli kadapa state andhra pradesh pin andhra pradesh,MCC,,,
1856,767,"IMS BHU Dental, Varanasi , Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 221105",ims bhu dental varanasi institute of medical sciences banaras hindu university uttar pradesh,MCC,,,
1857,1177,"S.C.B. MEDICAL COLL(DENTAL),CUT TACK , S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",s c b medical college dental cut tack s c b dental college and hospital mangalabag cuttack pin 753 007 odisha,MCC,,,
1858,454,"GOVT. DENTAL COLLEGE, TRIVANDRUM , Govt Dental College Thiruvananthapuram Kerala, Kerala, 695011",government dental college trivandrum government dental college thiruvananthapuram kerala kerala,MCC,,,
1859,1155,"REGIONAL DENTAL COLLEGE, GUWAHATI , Regional Dental College, Bhangagarh, PO Indrapur, Dist.- Kamrup Metro, Assam, 781032",regional dental college guwahati regional dental college bhangagarh po indrapur district kamrup metro assam,MCC,,,
1860,772,"Indira Gandhi Govt. Dental College, Jammu , Indira Gandhi Govt. Dental College, Rehari Chungi, Jammu, Jammu And Kashmir, 180005",indira gandhi government dental college jammu indira gandhi government dental college rehari chungi jammu jammu and kashmir,MCC,,,
1861,362,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK , Post Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",gdc pt bds universityof health science rohtak post graduate institute of dental sciences rohtak haryana,MCC,,,
1862,1082,"PATNA DENTAL COLLEGE & HOSPITAL, PATNA , BANKIPUR,ASHOK RAJPATH,PATNA, Bihar, 800004",patna dental college and hospital patna bankipur ashok rajpath patna bihar,MCC,,,
1863,1067,"NORTH BENGAL DENT.COLL,SUSHR UTNAGAR , P.O SHUSHRUTA NAGAR, DIST. DARJEELING,, West Bengal, 734012",north bengal dent college sushr utnagar p o shushruta nagar district darjeeling west bengal,MCC,,,
1864,18,"AGARTALA GOVT. DENTAL COLLEGE,AGARTAL , IGM Hospital Complex, Agartala, West Tripura, PIN- 799001, Tripura, 799001",agartala government dental college agartal igm hospital complex agartala west tripura pin tripura,MCC,,,
1865,930,"M.G.D.C. & HOSPITAL, PUDUCHERRY , GOVT. OF PUDUCHERRY INSTITUTION, GORIMEDU, PONDICHERRY, Puducherry, 605006",m g d c and hospital puducherry government of puducherry institution gorimedu pondicherry puducherry,MCC,,,
1866,442,"GOVT. DENTAL COLLEGE, KOZIKODE , MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",government dental college kozikode medical college campus medical college p o kozhikode kerala,MCC,,,
1867,438,"Government Dental College, Jodhpur , Residency Road Shastri Nagar Jodhpur Rajasthan",government dental college jodhpur,MCC,,,
1868,416,"GOVT. DC & RESEARCH INSt., BELLARY , GOVT DENTAL COLLEGE AND RI, VIMS CAMPUS, CANTONMENT BELLARY, Karnataka, 583104",government dc and research institute bellary government dental college and ri vims campus cantonment bellary karnataka,MCC,,,
1869,1126,"Rajah Muthiah Dental College and Hos. , Annamalai , GOVT DENTAL COLLEGE AND HOSPITAL, CUDDALORE DT- CHIDAMBARAM Erstwhile Rajah Muthiah Dental College, Tamil Nadu, 608002",rajah muthiah dental college and hos annamalai government dental college and hospital cuddalore dt chidambaram erstwhile rajah muthiah dental college tamil nadu,MCC,,,
1870,413,"GOVT. D.C. & RESEARCH INST,BANGALORE , FORT, VICTORIA HOSPITAL CAMPUS, BANGALORE, Karnataka, 560002",government d c and research institute bangalore fort victoria hospital campus bangalore karnataka,MCC,,,
1871,1343,"TAMILNADU GOVT D.C. & HOSP, CHENNAI , No. 1, TNPSC SALAI, PARK TOWN, CHENNAI 600003, Tamil Nadu, 600003",tamilnadu government d c and hospital chennai no 1 tnpsc salai park town chennai tamil nadu,MCC,,,
1872,339,"Faculty of Dentistry, Jamia Millia Islamia, New Delhi , Faculty of Dentistry Jamia Millia Islamia A Central University Maulana Mohammad Ali Jauhar Marg, Delhi (NCT), 110025",faculty of dentistry jamia millia islamia new delhi faculty of dentistry jamia millia islamia a central university maulana mohammad ali jauhar marg delhi nct,MCC,,,
1873,449,"GOVT. DENTAL COLLEGE, SHIMLA , HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA, Himachal Pradesh, 171001",government dental college shimla hp government dental college and hospital shimla himachal pradesh,MCC,,,
1874,234,"DC, RIMS, Imphal , PO Lamphelpat, Imphal West District, Manipur, 795004",dc rims imphal po lamphelpat imphal west district manipur,MCC,,,
1875,410,"GOVT. COLLEGE OF DENTISTRY, INDORE , 1 Sardar Patel Marg Indore, Madhya Pradesh, 452001",government college of dentistry indore 1 sardar patel marg indore madhya pradesh,MCC,,,
1876,444,"Govt dental college Pudukkottai , GOVT DENTAL COLLEGE MULLUR PUDUKKOTTAI, Tamil Nadu, 622003",government dental college pudukkottai government dental college mullur pudukkottai tamil nadu,MCC,,,
1877,441,"GOVT. DENTAL COLLEGE, KOTTAYAM , Government Dental College, P.O.Gandhinagar Kottayam- 686008, Kerala, 686008",government dental college kottayam government dental college p o gandhinagar kottayam kerala,MCC,,,
1878,310,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110085",esic dental college and hospital esic hospital sector 15 rohini delhi nct,MCC,,,
1879,220,"College of Nursing BHU, VARANASI , The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",college of nursing bhu varanasi the director institute of medical sciences banaras hindu university uttar pradesh,MCC,,,
1880,790,"Institute of Medical Sciences and SUM Host., Bhubaneswar , K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",institute of medical sciences and sum host bhubaneswar k 8 kalinga nagar po mahalaxmi vihar bhubaneswar odisha,MCC,,,
1881,1023,"MGM Medical College, Aurangabad , N-6, Cidco, Chhatrapati Sambhajinagar - Aurangabad, Maharashtra, 431003",mgm medical college aurangabad n 6 cidco chhatrapati sambhajinagar aurangabad maharashtra,MCC,,,
1882,457,"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda , Paithna- Bhaganbigha, Rahui, Nalanda, Bihar, 803118",government dentalcollege and hospital paithna bhaganbigha rahui nalanda paithna bhaganbigha rahui nalanda bihar,MCC,,,
1883,224,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001 (Female Seat only )",college of nursing lhmc new delhi college of nursing lady hardinge medical college and associated hospitals new delhi delhi nct female seat only,MCC,,,
1884,440,"GOVT DENTAL COLLEGE Kannur , Pariyaram Medical College P O, Kannur, Kerala-670503., Kerala, 670503",government dental college kannur pariyaram medical college p o kannur kerala kerala,MCC,,,
1885,432,"Government Dental College and Hospital, Vijayawada , Government Dental College and Hospital, Machavaram Post, Vijayawada - 520004, Andhra Pradesh, 520004",government dental college and hospital vijayawada government dental college and hospital machavaram post vijayawada andhra pradesh,MCC,,,
1886,239,"Dental Institue, RIMS, Ranchi , Dental Institute, Rajendra Institute of Medical Sciences, Bariatu, Ranchi, Jharkhand, 843009",dental institue rims ranchi dental institute rajendra institute of medical sciences bariatu ranchi jharkhand,MCC,,,
1887,422,"Government Dental College, Alappuzha , Government Dental College T.D Medical College (PO) Alappuzha,Kerala, Kerala, 688005",government dental college alappuzha government dental college t d medical college po alappuzha kerala kerala,MCC,,,
1888,231,"DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR , Hinaga Road Wanadongri Nagpur Maharashtra India, Maharashtra, 441110",datta meghe medical college wanadongri hingna nagpur hinaga road wanadongri nagpur maharashtra india maharashtra,MCC,,,
1889,998,"Manipal Tata Medical College, , Kadani Road, Baridih, Jamshedpur, East Singbhum District, Jharkhand, 831017",manipal tata medical college kadani road baridih jamshedpur east singbhum district jharkhand,MCC,,,
1890,424,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD , NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD, Gujarat, 380016",government dental college and hospital ahmedabad new civil hospital campus asarwa ahmedabad gujarat,MCC,,,
1891,396,"Goverment Dental College & Hospital, Jalgaon , Plot No.H- 08 09 05 MIDC Area Jalgaon, Maharashtra, 425003",goverment dental college and hospital jalgaon plot no h 08 09 05 midc area jalgaon maharashtra,MCC,,,
1892,425,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABA D , Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba, Maharashtra, 431001",government dental college and hospital aurangaba d government medical college and hospital campus dhanwantari nagar ghati chha sambhajinagar aurangaba maharashtra,MCC,,,
1893,445,"GOVT. DENTAL COLLEGE, RAIPUR , Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",government dental college raipur near marahi mata mandir rajbandha maidan raipur c g chhattisgarh,MCC,,,
1894,69,"Amrita Institute of Medical Science, Kochi , Amrita School of Medicine, Amrita Institute of Medical Sciences AIMS Ponekkara P.O Kochi 682041, Kerala, 682041",amrita institute of medical science kochi amrita school of medicine amrita institute of medical sciences aims ponekkara p o kochi kerala,MCC,,,
1895,431,"Government Dental College & Hospital, Srinagar , Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",government dental college and hospital srinagar shireen bagh karan nagar srinagar jammu and kashmir india jammu and kashmir,MCC,,,
1896,812,"Jawahar Lal Nehru Medical College, Belagavi , J.N. Medical College Campus, Nehru Nagar, Belagavi-590010. Karnataka, India., Karnataka, 590010",jawahar lal nehru medical college belagavi j n medical college campus nehru nagar belagavi karnataka india karnataka,MCC,,,
1897,435,"Government Dental College Dibrugarh , I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002, Assam, 786002",government dental college dibrugarh i lane inside assam medical college campus barbari dibrugarh assam,MCC,,,
1898,262,"Dr. DY Patil Medical College and Hospt., Pune , Dr. D. Y. Patil Medical College, Hospital and Research Centre, Sant Tukaram Nagar, Pimpri, Pune., Maharashtra, 411018",doctor dy patil medical college and hospt pune doctor d y patil medical college hospital and research centre sant tukaram nagar pimpri pune maharashtra,MCC,,,
1899,450,"Government Dental College, Silchar , Government Dental College,Silchar,Hailak andi road,Near Silchar Medical College,Ghungoor,Sil char, Assam, 788014",government dental college silchar government dental college silchar hailak andi road near silchar medical college ghungoor sil char assam,MCC,,,
1900,219,"College of Nursing Ahilya Bai College of Nursing, Maulana Azad Medical College , Ahilya Bai College of Nursing Lok Nayak Hospital Jawaharlal Nehru Marg, Delhi (NCT), 110002 (Female Seat only )",college of nursing ahilya bai college of nursing maulana azad medical college ahilya bai college of nursing lok nayak hospital jawaharlal nehru marg delhi nct female seat only,MCC,,,
1901,816,"Jawaharlal Nehru Institute of Dental Sciences, Imphal , Porompat, Imphal East, Manipur, Manipur, 795005",jawaharlal nehru institute of dental sciences imphal porompat imphal east manipur manipur,MCC,,,
1902,1415,"Yenepoya Dental College, Yenepoya , University Road Deralakatte Mangaluru, Karnataka, 575018",yenepoya dental college yenepoya university road deralakatte mangaluru karnataka,MCC,,,
1903,221,"College of Nursing Dr. RML Hospital, New Delhi , Baba Kharak Singh Marg College of Nursing Dr RML Hospital, Delhi (NCT), 110001 (Female Seat only )",college of nursing doctor rml hospital new delhi baba kharak singh marg college of nursing doctor rml hospital delhi nct female seat only,MCC,,,
1904,788,"Institute of Medical Sciences & SUM Hospital, Campus II , At-Nakhara, Po- Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",institute of medical sciences and sum hospital campus ii at nakhara po phulnakhara bhubaneswar khordha odisha,MCC,,,
1905,994,"Manipal College of Dental Sce., Manipal , Madhav Nagar, Manipal India, Karnataka, 576104",manipal college of dental sce manipal madhav nagar manipal india karnataka,MCC,,,
1906,1417,"Yenepoya Medical College, Mangalore , University Road Deralakatte Mangaluru, Karnataka, 575018",yenepoya medical college mangalore university road deralakatte mangaluru karnataka,MCC,,,
1907,870,"Kalinga Institute of Medical Sciences, Bhubaneswar , CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, Odisha, 751024",kalinga institute of medical sciences bhubaneswar campus 5 kushabhadra campus p o kiit bhubaneswar odisha,MCC,,,
1908,859,"K.S Hegde Medical Academy, Mangaluru , Deralakatte, Mangaluru, Dakshina Kannada Dist,, Karnataka, 575018",k s hegde medical academy mangaluru deralakatte mangaluru dakshina kannada district karnataka,MCC,,,
1909,306,"ESIC College of Nursing, Gulbarga, Karnataka , ESIC COLLEGE OF NURSING ESIC MEDICAL COLLEGE AND HOSPITAL SEDAM ROAD KALABURIGI, Karnataka, 585106",esic college of nursing gulbarga karnataka esic college of nursing esic medical college and hospital sedam road kalaburigi karnataka,MCC,,,
1910,857,"K M Shah Dental Collegel, SumanDeep Vidyapeeth Vadodara , Sumandeep Vidyapeeth Piparia Waghodia Vadodara Gujarat, Gujarat, 391760",k m shah dental collegel sumandeep vidyapeeth vadodara sumandeep vidyapeeth piparia waghodia vadodara gujarat gujarat,MCC,,,
1911,845,"JSS Medical College, Mysuru , The Principal JSS Medical College and Hospital Medical Institutions Campus S S Nagar Mysuru, Karnataka, 570015",jss medical college mysuru the principal jss medical college and hospital medical institutions campus s s nagar mysuru karnataka,MCC,,,
1912,365,"GITAM Institue of Med. Sce. and Res., Visakhapatnam , Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam, Andhra Pradesh, 530045",gitam institue of medical sce and research visakhapatnam gandhi institute of technology and management gitam rushikonda visakhapatnam andhra pradesh,MCC,,,
1913,222,"College of Nursing Florence Nightingale CON, New Delhi , collegeofnursinggtbh @gmail.com, Delhi (NCT), 110095 (Female Seat only )",college of nursing florence nightingale con new delhi collegeofnursinggtbh @gmail com delhi nct female seat only,MCC,,,
1914,838,"JLN Medical College, Datta Meghe, Wardha , Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107",jln medical college datta meghe wardha sawangi meghe wardha maharashtra state india maharashtra,MCC,,,
1915,1032,"MM Inst. Med. and Research, Mullana , M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",mm institute medical and research mullana m m institute of medical sciences and research mullana ambala haryana haryana,MCC,,,
1916,225,"College of Nursing RAK CON, New Delhi , Rajkumari Amrit Kaur College of Nursing Lajpat Nagar IV Near Moolchand Metro Station, Delhi (NCT), 110024 (Female Seat only )",college of nursing rak con new delhi rajkumari amrit kaur college of nursing lajpat nagar iv near moolchand metro station delhi nct female seat only,MCC,,,
1917,146,"BHAARATH MEDICAL COLLEGE AND HOSPITAL , 173, AGARAM MAIN ROAD , SELAIYUR, TAMBARAM CHENNAI - 600073, Tamil Nadu, 600073",bhaarath medical college and hospital 173 agaram main road selaiyur tambaram chennai tamil nadu,MCC,,,
1918,1292,"SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL , Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",sri lalithambigai medical college and hospital faculty of medicine sri lalithambigai medical college and hospital 1 periyar evr high road ada tamil nadu,MCC,,,
1919,1172,"Rural Medical College and PIMS, Loni , Dr Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist Ahilyanagar Mahara, Maharashtra, 413736",rural medical college and pims loni doctor balasheb vikhe patil rural medical college at loni bk tal rahata district ahilyanagar mahara maharashtra,MCC,,,
1920,1313,"SRM Dental College, Chennai , SRM DENTAL COLLEGE, BHARATHI SALAI, RAMAPURAM, CHENNAI - 89, Tamil Nadu, 600089",srm dental college chennai srm dental college bharathi salai ramapuram chennai 89 tamil nadu,MCC,,,
1921,996,"Manipal College of Dental Science, Mangalore , Light House Hill Road, Mangalore India, Karnataka, 575001",manipal college of dental science mangalore light house hill road mangalore india karnataka,MCC,,,
1922,5,"Aarupadai Veedu Medical College and Hospt., Puducherry , PONDY - CUDDALORE MAIN ROAD, KIRUMAMPAKKAM, PUDUCHERRY, Puducherry, 607403",aarupadai veedu medical college and hospt puducherry pondy cuddalore main road kirumampakkam puducherry puducherry,MCC,,,
1923,1300,"Sri Ramachandra Med. College and Res. Inst., Chennai , No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",sri ramachandra medical college and research institute chennai no one ramachandra nagar porur chennai tamil nadu,MCC,,,
1924,1025,"MGM Medical College, Navi Mumbai , MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209, Maharashtra, 410209",mgm medical college navi mumbai mgm medical college plot no 1 2 sector 1 kamothe navi mumbai 410 209 maharashtra,MCC,,,
1925,1210,"Saveetha Dental College, Chennai , Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",saveetha dental college chennai saveetha dental college and hospitals 162 poonamallee high road velapanchavadi chennai tamil nadu,MCC,,,
1926,1298,"Sri Ramachandra Dental and Hospt., Chennai , No. 1 Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",sri ramachandra dental and hospt chennai no 1 ramachandra nagar porur chennai tamil nadu,MCC,,,
1927,1220,"SDU Medical College, Kolar , SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",sdu medical college kolar sri devaraj urs medical college tamaka kolar karnataka,MCC,,,
1928,122,"B.L.D.E University, Bijapur , SMT BANGARAMMA SAJJAN CAMPUS B M PATIL ROAD VIJAYAPURA KARNATAKA, Karnataka, 586103",b l d e university bijapur smt bangaramma sajjan campus b m patil road vijayapura karnataka karnataka,MCC,,,
1929,307,"ESIC College of Nursing, Indiranagar, Bangalore , 70 APPAREDDY PALYA 7TH MAIN INDIRANAGAR BENGALURU, Karnataka, 560008",esic college of nursing indiranagar bangalore 70 appareddy palya 7th main indiranagar bengaluru karnataka,MCC,,,
1930,1123,"Raja Rajeswari Medical College Bengaluru , 202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka, Karnataka, 560074",raja rajeswari medical college bengaluru 202 kambipura bengaluru mysuru high way kengeri hobli bangalore karnataka karnataka,MCC,,,
1931,777,"Indira Gandhi Institute of Dental Sciences, Pondicherry , SBV Pondicherry Campus, Pillaiyarkuppam,, Puducherry, 607402",indira gandhi institute of dental sciences pondicherry sbv pondicherry campus pillaiyarkuppam puducherry,MCC,,,
1932,801,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi , KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",jagadguru gangadhar mahaswamigalu moor usavirmath medical college hubballi kle jagadguru gangadhar mahaswamigalu moorusavirmath medical college gabbur cross hubballi karnataka,MCC,,,
1933,989,"MANAV RACHNA DENTAL COLLEGE FARIDABAD , SECTOR - 43, DELHI SURAJKUND ROAD FARIDABAD, Haryana, 121004",manav rachna dental college faridabad sector 43 delhi surajkund road faridabad haryana,MCC,,,
1934,971,"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai , Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",mahatma gandhi mission medical college vashi navi mumbai sector 30 vashi navi mumbai maharashtra,MCC,,,
1935,1396,"Vinayaka Missions Medical College and Hospital, Karaikal , KEEZHAKASAKUDI MEDU, KOTTUCHERRY(P.O ), KARAIKAL - 609 609, U.T. OF PUDUCHERRY, Puducherry, 609609",vinayaka missions medical college and hospital karaikal keezhakasakudi medu kottucherry p o karaikal 609 609 u t of puducherry puducherry,MCC,,,
1936,264,"Dr. DY Patil Medical College, Navi Mumbai , Plot No. 2, Sector 7, Nerul, Navi Mumbai, Maharashtra, Maharashtra, 400706",doctor dy patil medical college navi mumbai plot no 2 sector 7 nerul navi mumbai maharashtra maharashtra,MCC,,,
1937,969,"Mahatma Gandhi Mission Medical College, Nerul , Sector-8, Nerul West Navi Mumbai, Maharashtra, 400706",mahatma gandhi mission medical college nerul sector 8 nerul west navi mumbai maharashtra,MCC,,,
1938,1306,"Sri Siddhartha Medical College DU, Tumkur , SRI SIDDHARTHA MEDICAL COLLEGE B.H. ROAD, AGALAKOTE TUMKUR, Karnataka, 572107",sri siddhartha medical college du tumkur sri siddhartha medical college b h road agalakote tumkur karnataka,MCC,,,
1939,1013,"Meenakshi Ammal Dental College and Host., Chennai1 , ALAPAKKAM MAIN ROAD MADURAVOYAL CHENNAI, Tamil Nadu, 600095",meenakshi ammal dental college and host chennai1 alapakkam main road maduravoyal chennai tamil nadu,MCC,,,
1940,1212,"Saveetha Medical College, Chennai , Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",saveetha medical college chennai saveetha nagar thandalam chennai tamil nadu,MCC,,,
1941,73,"Amrita School of Medicine Faridabad , Mata Amritanandmayi Marg, Sector-88, Faridabad, Haryana, 121002",amrita school of medicine faridabad mata amritanandmayi marg sector 88 faridabad haryana,MCC,,,
1942,11,"ACS Medical College and Hospital, Chennai , Periyar EVR High Raod, Velappanchavadi, Chennai-77, Tamil Nadu, 600077",acs medical college and hospital chennai periyar evr high raod velappanchavadi chennai 77 tamil nadu,MCC,,,
1943,1302,"Sri Siddhartha Academy T Begur , SRI SIDDHARTHA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE T BEGUR NELAMANGALA TALUK BANGALOR, Karnataka, 562123",sri siddhartha academy t begur sri siddhartha institute of medical sciences and research centre t begur nelamangala taluk bangalor karnataka,MCC,,,
1944,7,"AB Shetty Memorial Inst. of Dental Sce., Mangaluru , Dakshina Kannada District , Post Deralakatte, Mangaluru, Karnataka, 575018",ab shetty memorial institute of dental sce mangaluru dakshina kannada district post deralakatte mangaluru karnataka,MCC,,,
1945,984,"Malla Reddy Institute of Medical Sciences, Hyderabad , Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055",malla reddy institute of medical sciences hyderabad suraram x roads jeedimetla hyderabad telangana,MCC,,,
1946,1407,"VMS Dental College, Salem , Sankari Main Road NH-47 Ariyanoor, Salem., Tamil Nadu, 636308",vms dental college salem sankari main road nh 47 ariyanoor salem tamil nadu,MCC,,,
1947,294,"DY Patil University School of Medicine, Taluka Maval, Pune , Survey no 124 & 126 MIDC Road, Ambi, Taluka Maval, Dist Pune- 410506",dy patil university school of medicine taluka maval pune survey no 124 and 126 midc road ambi taluka maval district pune,MCC,,,
1948,843,"JSS Dental College, Mysuru , The Principal JSS Dental College and Hospital Medical Institutions Campus Bannimantap S S Nagar Mysu, Karnataka, 570015",jss dental college mysuru the principal jss dental college and hospital medical institutions campus bannimantap s s nagar mysu karnataka,MCC,,,
1949,1197,"Santosh Dental College and Hospital, Ghaziabad , No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",santosh dental college and hospital ghaziabad no 1 santosh nagar ghaziabad ncr delhi uttar pradesh,MCC,,,
1950,986,"Malla Reddy Medical College for Women, Hyderabad , Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055 (Female Seat only )",malla reddy medical college for women hyderabad suraram x roads jeedimetla hyderabad telangana female seat only,MCC,,,
1951,1030,"MM College of Dental Scie. and Res., Mullana , M.M. COLLEGE OF DENTAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA, Haryana, 133207",mm college of dental scie and research mullana m m college of dental sciences and research mullana ambala haryana haryana,MCC,,,
1952,1403,"VMKV Medical College and Hospital, Salem , Sankari Main Road, NH-47, Seeragapadi, Salem, Tamil Nadu, 636308",vmkv medical college and hospital salem sankari main road nh 47 seeragapadi salem tamil nadu,MCC,,,
1953,256,"Dr. DY Patil Dental College and Hosp. Navi Mumbai , Dr. D. Y. Patil Vidyanagar, Sector 7, Nerul, Navi Mumbai, Maharashtra, 400706",doctor dy patil dental college and hospital navi mumbai doctor d y patil vidyanagar sector 7 nerul navi mumbai maharashtra,MCC,,,
1954,259,"Dr. DY Patil Dental College and Hosp. Pune , Sant Tukaram Nagar, Pimpri, Pune - 411018, Maharashtra, 411018",doctor dy patil dental college and hospital pune sant tukaram nagar pimpri pune maharashtra,MCC,,,
1955,1017,"Meenakshi Medical College Hospital and Research Institute, Kanchipuram , Enathur, Karaipettai Post, Kanchipuram, Tamil Nadu, 631552",meenakshi medical college hospital and research institute kanchipuram enathur karaipettai post kanchipuram tamil nadu,MCC,,,
1956,967,"Mahatma Gandhi Medical College, Pondicherry , SBV Pondicherry Campus, Pillaiyarkuppam, Puducherry, 607402",mahatma gandhi medical college pondicherry sbv pondicherry campus pillaiyarkuppam puducherry,MCC,,,
