college_id,college_code,college_name,name_normalized,state,city,ownership,counselling,courses,annual_intake,fee_govt_quota,fee_private,nmc_approved,source_id,notes
1134,,Rajiv Gandhi Institute Medical Sce of Adilabad,rajiv gandhi institute medical sce of adilabad,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1135,,"Rajiv Gandhi Institute Medical Sce of Adilabad,MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001, Telangana, 504001",rajiv gandhi institute medical sce of adilabad main road old nh 07 adilabad town adilabad district telangana state telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1136,,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA",rajiv gandhi institute of medical sciences,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1137,,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA,GOVERNMENT MEDICAL COLLEGE RIMS PUTLAMPALLI, YSR KADAPA DIST. G.M.C.,KADAPA.,A.P, Andhra Pradesh, 516002",rajiv gandhi institute of medical sciences kadapa government medical college rims putlampalli ysr kadapa district g m c kadapa a p andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1138,,"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA,RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES RIMS, PUTLAMPALLI, YSR KADAPA DIST., Andhra Pradesh, 516002",rajiv gandhi institute of medical sciences kadapa rajiv gandhi institute of medical sciences rims putlampalli ysr kadapa district andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1139,,"RAJIV GANDHI MEDICAL COLLEGE, THANE",rajiv gandhi medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1140,,"RAJIV GANDHI MEDICAL COLLEGE, THANE,THANE BELAPUR ROAD KALWA THANE WEST, Maharashtra, 400605",rajiv gandhi medical college thane thane belapur road kalwa thane west maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1141,,"Rajkiya Medical College, Jalaun",rajkiya medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1142,,"Rajkiya Medical College, Jalaun,Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",rajkiya medical college jalaun kalpi road orai jalaun uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1143,,"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surguja",rajmata shrimati devendra kumari singhdeo government medical college ambikapur,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1144,,"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surguja,Kanyaparis ar Road Gangapur Ambikapur District Surguja, Chhattisgarh, 497001",rajmata shrimati devendra kumari singhdeo government medical college ambikapur surguja kanyaparis ar road gangapur ambikapur district surguja chhattisgarh,Chhattisgarh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1145,,"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surguja,Kanyaparisar Road Gangapur Ambikapur District Surguja, Chhattisgarh, 497001",rajmata shrimati devendra kumari singhdeo government medical college ambikapur surguja kanyaparisar road gangapur ambikapur district surguja chhattisgarh,Chhattisgarh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1146,,RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT,rampurhat government medical college rampurhat,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1147,,"RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT ,RAMPURHAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL PO RAMPURHAT PS RAMPURHAT PIN 731224 DIST BIRBHUM, West Bengal, 731224",rampurhat government medical college rampurhat rampurhat government medical college and hospital po rampurhat ps rampurhat pin district birbhum west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1148,,"Rangaraya Medical College, Kakinada",rangaraya medical college,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1149,,"Rangaraya Medical College, Kakinada,PITHAPURAM ROAD, KAKINADA, Andhra Pradesh, 533003",rangaraya medical college kakinada pithapuram road kakinada andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1150,,"Rani Durgavati Medical College, Banda",rani durgavati medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1151,,"Rani Durgavati Medical College, Banda,RANI DURGAVATI MEDICAL COLLEGE, NARAINI ROAD, BANDA-210001, Uttar Pradesh, 210001",rani durgavati medical college banda rani durgavati medical college naraini road banda uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1152,,"Rashtreeya Vidyalaya Dental College,No CA-37, 24th Main,1st Phase, J P Nagar,Bangalore",rashtreeya vidyalaya dental college no ca 37 24th main 1st phase j p nagar,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1153,,"REGIONAL DENTAL COLLEGE, GUWAHATI",regional dental college,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1154,,"REGIONAL DENTAL COLLEGE, GUWAHATI,PO Indrapur,Bhangagarh, Guwahati, Assam, 781032",regional dental college guwahati po indrapur bhangagarh guwahati assam,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1155,,"REGIONAL DENTAL COLLEGE, GUWAHATI,Regional Dental College, Bhangagarh, PO Indrapur, Dist.-Kamrup Metro, Assam, 781032",regional dental college guwahati regional dental college bhangagarh po indrapur district kamrup metro assam,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1156,,"REGIONAL INST OF MEDICAL SCI, IMPHAL",regional institute of medical science,Manipur,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1157,,"REGIONAL INST OF MEDICAL SCI, IMPHAL,PO Lamphelpat, Imphal West District, Manipur, 795004",regional institute of medical science imphal po lamphelpat imphal west district manipur,Manipur,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1158,,"RIMS, Ongole",rims,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1159,,"RIMS, Ongole,BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 523001",rims ongole bhagyanagar 5th lane rims ongole prakasam district andhra pradesh andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1160,,RIMS Srikakulam,rims srikakulam,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1161,,"RIMS Srikakulam,Balaga Srikakulam, Andhra Pradesh, 532001",rims srikakulam balaga srikakulam andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1162,,"RUHS College of Dental Science, Jaipur",ruhs college of dental science,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1163,,"RUHS College of Dental Science, Jaipur,Ruhs College of dental science , johtwara road jaipur, Rajasthan, 302016",ruhs college of dental science jaipur ruhs college of dental science johtwara road jaipur rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1164,,"RUHS College of Medical Sciences, Jaipur",ruhs college of medical sciences,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1165,,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",ruhs college of medical sciences jaipur ruhs college of medical sciences sector 11 pratap nagar sanganer jaipur rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1166,,"Rural Dental College, Loni",rural dental college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1167,,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahilyanagar Maharashtra State, India PIN-413736 (Near Shirdi), Maharashtra, 413736",rural dental college loni at loni tal rahata district ahilyanagar maharashtra state india pin near shirdi maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1168,,"Rural Dental College, Loni,At - Loni Tal - Rahata Dist - Ahmednagar Maharashtra State, India PIN-413736 (Near Shirdi), Maharashtra, 413736",rural dental college loni at loni tal rahata district ahmednagar maharashtra state india pin near shirdi maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1169,,"Rural Medical College and PIMS, Loni",rural medical college and pims,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1170,,"Rural Medical College and PIMS, Loni,At - Loni BK Tal - Rahata Dist - Ahmednagar Maharashtra State, India PIN-413736 (Near Shird, Maharashtra, 413736",rural medical college and pims loni at loni bk tal rahata district ahmednagar maharashtra state india pin near shird maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1171,,"Rural Medical College and PIMS, Loni,At - Loni Tal - Rahata Dist - Ahmednagar Maharashtra State, India PIN-413736 (Near Shirdi), Maharashtra, 413736",rural medical college and pims loni at loni tal rahata district ahmednagar maharashtra state india pin near shirdi maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1172,,"Rural Medical College and PIMS, Loni,Dr Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist Ahilyanagar Mahara, Maharashtra, 413736",rural medical college and pims loni doctor balasheb vikhe patil rural medical college at loni bk tal rahata district ahilyanagar mahara maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1173,,"S.B.Patil Institute for Dental Sciences and Research,Naubad Post,Bidar",s b patil institute for dental sciences and research naubad post,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1174,,"S.C.B. MEDICAL COLLEGE, CUTTACK",s c b medical college,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1175,,"S.C.B. MEDICAL COLLEGE, CUTTACK,Mangalabag, Cuttack, Odisha, 753007",s c b medical college cuttack mangalabag cuttack odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1176,,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK",s c b medical college dental,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1177,,"S.C.B. MEDICAL COLL(DENTAL),CUT TACK , S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",s c b medical college dental cut tack s c b dental college and hospital mangalabag cuttack pin 753 007 odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1178,,"S.C.B. MEDICAL COLL(DENTAL),CUTTACK,S.C.B. Dental College and Hospital, Mangalabag, Cuttack, Pin-753 007, Odisha, 753007",s c b medical college dental cuttack s c b dental college and hospital mangalabag cuttack pin 753 007 odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1179,,"S.C.S.E.S Shivabasavajyothi Homoeopathy Medical College,CTS No10564/ A(P) M M Extn,Ram Nagar , Belgaum",s c s e s shivabasavajyothi homoeopathy medical college cts no10564 a p m m extn ram nagar,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1180,,"S.M.S. MEDICAL COLLEGE, JAIPUR",s m s medical college,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1181,,"S.M.S. MEDICAL COLLEGE, JAIPUR,JLN Marg, Jaipur, Rajasthan, 302004",s m s medical college jaipur jln marg jaipur rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1182,,"S.N. MEDICAL COLLEGE, AGRA",s n medical college,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1183,,"S.N. MEDICAL COLLEGE, AGRA,HOSPITAL ROAD AGRA, Uttar Pradesh, 282002",s n medical college agra hospital road agra uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1184,,"S. Nijalingappa Medical College and Research Centre,,Bagalkot",s nijalingappa medical college and research centre,Karnataka,,government,KEA,,,141446.0,1092852.0,1,,auto-generated from allotment data; needs manual review
1185,,"S. Nijalingappa Medical College and Research Centre,Navanagara,Bagalkot",s nijalingappa medical college and research centre navanagara,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1186,,"S R Patil Medical College Hospital and Research Center,Badagandi,BAGALKOT",s r patil medical college hospital and research center badagandi,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1187,,"S.S. MEDICAL COLLEGE, REWA",s s medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1188,,"S.S. MEDICAL COLLEGE, REWA,NEAR DHOBIYA TANKI, JAIL ROAD, REWA, Madhya Pradesh, 486001",s s medical college rewa near dhobiya tanki jail road rewa madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1189,,"Sagar Dutta Medical College & Hospital, Kolkata",sagar dutta medical college and hospital,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1190,,"Sagar Dutta Medical College & Hospital, Kolkata,578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",sagar dutta medical college and hospital kolkata 578 b t road kamarhati kolkata west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1191,,"Saheed Laxman Nayak Med. College and Hos., Koraput",saheed laxman nayak medical college and hos,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1192,,"Saheed Laxman Nayak Med. College and Hos., Koraput , AT- JANIGUDA,KORAPU T, Odisha, 764020",saheed laxman nayak medical college and hos koraput at janiguda korapu t odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1193,,"Saheed Laxman Nayak Med. College and Hos., Koraput,AT-JANIGUDA,KORAPUT, Odisha, 764020",saheed laxman nayak medical college and hos koraput at janiguda koraput odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1194,,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha",saheed rendo majhi medical college and hospital bhawanipatna kalahandi,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1195,,"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha,At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",saheed rendo majhi medical college and hospital bhawanipatna kalahandi odisha at bhangabari p o uditnarayanpur bhawanipatna district kalahandi odisha,Odisha,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1196,,"Santosh Dental College and Hospital, Ghaziabad",santosh dental college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1197,,"Santosh Dental College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",santosh dental college and hospital ghaziabad no 1 santosh nagar ghaziabad ncr delhi uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1198,,"Santosh Medical College and Hospital, Ghaziabad",santosh medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1199,,"Santosh Medical College and Hospital, Ghaziabad,No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",santosh medical college and hospital ghaziabad no 1 santosh nagar ghaziabad ncr delhi uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1200,,"Sapthagiri Institute of Medical Sciences,No.15, chikkasandra,,Bangalore",sapthagiri institute of medical sciences no 15 chikkasandra,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1201,,"Sapthagiri Institute of Medical Sciences,No.15, chikkasandra,Hesaraghatta main,Bangalore",sapthagiri institute of medical sciences no 15 chikkasandra hesaraghatta main,Karnataka,,government,KEA,,,141446.0,2212700.0,1,,auto-generated from allotment data; needs manual review
1202,,"Sarat Chandra Chattopadhyay Govt. Medical College & Hospital, Uluberia",sarat chandra chattopadhyay government medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1203,,"Sarat Chandra Chattopadhyay Govt. Medical College & Hospital, Uluberia,ULUBERIA, DIST-HOWRAH, West Bengal, 711315",sarat chandra chattopadhyay government medical college and hospital uluberia uluberia district howrah west bengal,West Bengal,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1204,,"SARDAR PATEL MEDICAL COLLEGE, BIKANER",sardar patel medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1205,,"SARDAR PATEL MEDICAL COLLEGE, BIKANER,MEDICAL COLLEGE ROAD, BIKANER, Rajasthan, 334003",sardar patel medical college bikaner medical college road bikaner rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1206,,SATHYABAMA UNIV. Dental College and Hospt. Chennai,sathyabama university dental college and hospt chennai,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1207,,"SATHYABAMA UNIV. Dental College and Hospt. Chennai,JEPPIAAR NAGAR RAJIV GANDHI SALAI, CHENNAI, Tamil Nadu, 600119",sathyabama university dental college and hospt chennai jeppiaar nagar rajiv gandhi salai chennai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1208,,"SATHYABAMA UNIV. Dental College and Hospt. Chennai,JEPPIAAR NAGAR RAJIV GANDHI SALAI, Tamil Nadu, 600119",sathyabama university dental college and hospt chennai jeppiaar nagar rajiv gandhi salai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1209,,"Saveetha Dental College, Chennai",saveetha dental college,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1210,,"Saveetha Dental College, Chennai,Saveetha Dental College and Hospitals,162, Poonamallee high road, Velapanchavadi, Chennai, Tamil Nadu, 600077",saveetha dental college chennai saveetha dental college and hospitals 162 poonamallee high road velapanchavadi chennai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1211,,"Saveetha Medical College, Chennai",saveetha medical college,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1212,,"Saveetha Medical College, Chennai,Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",saveetha medical college chennai saveetha nagar thandalam chennai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1213,,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",sbks medical institute and research centre,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1214,,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth,Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara, Gujarat, 391760",sbks medical institute and research centre sumandeep vidyapeeth sumandeep vidyapeeth deemed to be university campus at po piparia tal waghodia districtvadodara gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1215,,"School of Dental Sciences and KIMSDU, Karad",school of dental sciences and kimsdu,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1216,,"School of Dental Sciences and KIMSDU, Karad,KARAD, DIST SATARA (MAHARASHTRA STATE) - 415110, Maharashtra, 415110",school of dental sciences and kimsdu karad karad district satara maharashtra state maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1217,,"SDM College of Medical Sciences and Hospital,Manjushree Nagar, PB ROAD,Dharwad",sdm college of medical sciences and hospital manjushree nagar pb road,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1218,,"SDM College of Medical Sciences and Hospital,Manjushree Nagar, PB ROAD,Sattur,Dharwad",sdm college of medical sciences and hospital manjushree nagar pb road sattur,Karnataka,,government,KEA,,,144496.0,2015750.0,1,,auto-generated from allotment data; needs manual review
1219,,"SDU Medical College, Kolar",sdu medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1220,,"SDU Medical College, Kolar,SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",sdu medical college kolar sri devaraj urs medical college tamaka kolar karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1221,,"SDU Medical College, Kolar,TAMAKA KOLAR, Karnataka, 563103",sdu medical college kolar tamaka kolar karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1222,,"SETH G.S. MEDICAL COLLEGE, MUMBAI",seth g s medical college,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1223,,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACHARYA DONDE MARG PAREL MUMBAI, Maharashtra, 400012",seth g s medical college mumbai acharya donde marg parel mumbai maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1224,,Sh. Lal Bahadur Shastri Govt. Med. College. Mandi,sh lal bahadur shastri government medical college mandi,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1225,,"SH VASANT RAO NAIK GOVT.M.C.,YAVATMAL",sh vasant rao naik governmentm c,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1226,,"SH VASANT RAO NAIK GOVT.M.C.,YAVATM AL , CIVIL LINES YAVATMAL, Maharashtra, 445001",sh vasant rao naik governmentm c yavatm al civil lines yavatmal maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1227,,"SH VASANT RAO NAIK GOVT.M.C.,YAVATMAL,CIVIL LINES YAVATMAL, Maharashtra, 445001",sh vasant rao naik governmentm c yavatmal civil lines yavatmal maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1228,,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad",shaheed nirmal mahto medical college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1229,,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad,PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",shaheed nirmal mahto medical college and hospital dhanbad po bccl township koylanagar dhanbad jharkhand,Jharkhand,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1230,,"Sharad Pawar Dental College and Hospital, Wardha",sharad pawar dental college and hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1231,,"Sharad Pawar Dental College and Hospital, Wardha,Sawangi (Meghe), Wardha, Maharashtra State, INDIA, Maharashtra, 442107",sharad pawar dental college and hospital wardha sawangi meghe wardha maharashtra state india maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1232,,"Sharavathi Dental College,Alkola, T H Road,Shimoga",sharavathi dental college alkola t h road,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
1233,,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly called as- Hazaribagh Medical College, Hazaribag)",sheikh bhikhari medical college and hospital hazaribag formerly called as hazaribagh medical college hazaribag,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1234,,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly called as- Hazaribagh Medical College, Hazaribag),NEAR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",sheikh bhikhari medical college and hospital hazaribag formerly called as hazaribagh medical college hazaribag near central jail hazaribag jharkhand,Jharkhand,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1235,,"SHILONG MEDICAL COLLEGE, MEGHALAYA , Pasteur Hills, Lawmali Road, Shilong, East Khasi Hills,Meghalaya",shilong medical college meghalaya pasteur hills lawmali road shilong east khasi hills,Meghalaya,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1236,,"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA",shimoga institute of medical science,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1237,,"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA,SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",shimoga institute of medical science shimoga sagar road mcgann hospital campus shivamogga karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1238,,"Shimoga Institute of Medical Sciences,Sagar Road,Shimoga",shimoga institute of medical sciences sagar road,Karnataka,,government,KEA,,,60100.0,,1,,auto-generated from allotment data; needs manual review
1239,,"SHKM GMC, Nalhar, Mewat, Haryana",shkm gmc nalhar mewat,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1240,,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",shkm gmc nalhar mewat haryana the director shaheed hasan khan mewati government medical college nalhar nuh haryana haryana,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1241,,"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA, FARIDABAD",shri atal bihari vajpayee government medical college chhainsa,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1242,,"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA, FARIDABAD,Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",shri atal bihari vajpayee government medical college chhainsa faridabad shri atal bihari vajpayee government medical college chhainsa faridabad haryana,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1243,,"Shri Atal Bihari Vajpayee Institute of Medical Science,Bengaluru",shri atal bihari vajpayee institute of medical science,Karnataka,,government,KEA,,,60100.0,,1,,auto-generated from allotment data; needs manual review
1244,,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru",shri atal bihari vajpayee medical college and research institute,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1245,,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru,SHIVAJINAGAR, BENGALURU, Karnataka, 560001",shri atal bihari vajpayee medical college and research institute bengaluru shivajinagar bengaluru karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1246,,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE",shri bhausaheb hire government m c,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1247,,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE,Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424311",shri bhausaheb hire government m c dhule shribhusaheb hire government medical college malegaon road chakkarbardi area dhule maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1248,,SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,shri kalyan government medical college sikar,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
1249,,"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",shri kalyan government medical college sikar shri kalyan government medical college bajaj gram sanwali nh 8 a sikar rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
